User Question,Labrador_retriever,Golden_retriever,German_shepherd,French_bulldog,Chihuahua,beagle,Siberian_husky,boxer,Border_collie,Shih-Tzu
loài chó nào thích các hoạt động và thích nghi tốt và phù hợp để sống trong nhà có nhiều không gian và yêu thích chạy nhảy?,0,0,0,0,1,0,0,0,0,1
dành cho người mới nuôi phù hợp nhất loài chó nào có tính cách nhẹ nhàng và không cần quá nhiều chăm sóc lông?,1,0,0,0,0,0,0,0,0,0
ít rụng lông thân thiện tôi muốn một chú chó vui vẻ và có khả năng chơi đùa cả ngày.,1,1,0,0,0,1,0,0,1,1
dành cho người mới nuôi loài chó nào có tính cách nhẹ nhàng và không cần quá nhiều chăm sóc lông?,1,0,0,0,0,0,0,0,0,0
"dễ bảo quản lý tưởng tôi cần một giống chó lớn, trung thành và thích hợp cho khu vực có mùa đông lạnh.",0,1,0,0,0,0,0,0,0,0
"phù hợp cho người bận rộn lý tưởng loài chó nào thân thiện với động vật khác trong nhà, như mèo?",1,1,0,0,1,1,0,0,1,1
ít rụng lông tôi muốn một chú chó nhỏ nhưng vẫn có thể canh gác tốt.,0,0,1,1,1,0,0,0,0,1
dành cho người mới nuôi ít cần chăm sóc loài chó nào có tính cách thân thiện và dễ hòa đồng với các thú cưng khác?,1,1,0,0,0,1,0,0,1,1
có thể sống trong không gian nhỏ tốt nhất loài chó nào thích hợp với người lần đầu nuôi và dễ huấn luyện?,1,0,0,0,0,0,0,0,0,0
Tôi cần tìm một giống chó thông minh và có thể dễ dàng huấn luyện.,0,0,1,0,0,0,0,0,1,0
phù hợp cho người bận rộn phù hợp nhất tôi cần tìm một giống chó thông minh và có thể dễ dàng huấn luyện.,0,0,1,0,0,0,0,0,1,0
Chó nào phù hợp để làm bạn đồng hành cho người sống một mình?,1,0,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ phù hợp nhất loài chó nào có thể giúp canh giữ nhưng cũng thân thiện với khách?,1,1,0,0,0,1,0,0,1,1
cảnh giác với người lạ hoàn hảo loài chó nào có thể sống trong căn hộ và không cần chăm sóc lông nhiều?,1,0,0,0,0,0,0,0,0,0
dễ bảo quản ít cần chăm sóc loài chó nào tốt nhất cho người có cuộc sống bận rộn nhưng yêu thích thú cưng?,1,0,0,0,0,0,0,0,0,0
"ít rụng lông lý tưởng tôi cần một giống chó lớn, trung thành và thích hợp cho khu vực có mùa đông lạnh.",0,1,0,0,0,0,0,0,0,0
dành cho người mới nuôi hoàn hảo loài chó nào có tính cách trung thành và bảo vệ chủ?,0,1,1,0,0,0,0,1,0,0
có thể sống trong không gian nhỏ bảo vệ tốt chó nào có thể đồng hành cùng người thích đi bơi và các hoạt động nước?,0,0,1,0,0,0,0,1,0,0
ít rụng lông phù hợp với gia đình tôi cần tìm một giống chó thông minh và có thể dễ dàng huấn luyện.,1,0,1,0,0,0,0,0,1,0
không gây dị ứng dễ nuôi tôi muốn một chú chó nhỏ nhưng vẫn có thể canh gác tốt.,0,0,1,1,1,0,0,0,0,1
loài chó nào bảo vệ tốt và có thể sống trong không gian nhỏ và phù hợp để sống trong nhà có nhiều không gian và yêu thích chạy nhảy?,0,0,1,0,1,0,0,1,0,1
chó nào ít cần chăm sóc và dành cho người mới nuôi và phù hợp với người không có nhiều kinh nghiệm nuôi chó?,1,0,0,0,0,0,0,0,0,0
bảo vệ tốt loài chó nào có tính cách yêu thương và thân thiện với cả người lạ?,1,1,1,0,0,1,0,1,1,1
cảnh giác với người lạ năng động loài chó nào chịu lạnh tốt nhất?,1,0,1,1,0,1,1,1,1,0
thích nghi tốt phù hợp nhất loài chó nào có khả năng chịu lạnh và thích hợp với khí hậu lạnh giá?,0,0,1,0,0,0,1,0,0,0
ít rụng lông ít cần chăm sóc loài chó nào tốt nhất để làm bạn đồng hành cho người già?,1,0,0,0,0,0,0,0,0,0
"có thể sống trong không gian nhỏ tôi có một khu vườn lớn, chó nào thích hợp cho việc chạy nhảy ngoài trời?",1,0,0,0,0,0,0,0,0,0
không gây dị ứng tôi muốn một chú chó có thể bảo vệ nhưng không gây nguy hiểm cho trẻ em.,0,0,1,0,0,0,0,1,0,0
ít rụng lông bảo vệ tốt loài chó nào có thể sống trong căn hộ và không cần nhiều vận động?,0,0,1,0,0,0,0,1,0,0
loài chó nào thích hợp cho gia đình có trẻ nhỏ và phù hợp với gia đình và thích hợp cho gia đình có trẻ nhỏ và phù hợp với người thích đi phượt?,1,0,0,0,0,0,0,0,0,0
phù hợp cho người bận rộn dễ nuôi có giống chó nào chịu nóng tốt và thích hợp với người cao tuổi không?,0,0,0,1,0,1,0,0,0,0
thân thiện với thú cưng khác bảo vệ tốt loài chó nào có tính cách thân thiện và dễ hòa đồng với các thú cưng khác?,1,1,1,0,0,1,0,1,1,1
ít rụng lông phù hợp với gia đình tôi muốn một chú chó nhỏ nhưng vẫn có thể canh gác tốt.,1,0,1,1,1,0,0,0,0,1
thích hợp cho gia đình có trẻ nhỏ hoàn hảo loài chó nào tốt cho người có lối sống năng động và thích di chuyển?,1,0,0,1,0,1,0,1,1,0
chó nào dễ bảo quản và phù hợp với người thích đi biển và hoạt động nước?,1,0,0,0,0,0,0,0,0,0
loài chó nào hoàn hảo và ít rụng lông và phù hợp với gia đình có sân vườn rộng và thích chơi ngoài trời?,1,0,0,0,0,0,0,0,0,0
thân thiện với thú cưng khác năng động loài chó nào có khả năng thích nghi với môi trường thay đổi liên tục?,1,1,0,1,0,1,0,1,1,1
chó nào ít cần chăm sóc và không gây dị ứng và phù hợp với người thích yên tĩnh và không cần nhiều hoạt động?,1,0,0,0,0,0,0,0,0,0
ít rụng lông tốt nhất có giống chó nào chịu nóng tốt và thích hợp với người cao tuổi không?,0,0,0,1,0,1,0,0,0,0
loài chó nào có tính cách yêu thương và tốt nhất và dành cho người mới nuôi và phù hợp để làm bạn đồng hành lâu dài?,1,0,0,0,0,0,0,0,0,0
dành cho người mới nuôi hoàn hảo tôi muốn một chú chó có thể sống tốt trong nhà có nhiều trẻ em.,0,0,0,0,1,0,0,0,0,1
không gây dị ứng phù hợp với gia đình chó nào có thể sống chung với các động vật khác và không gây vấn đề?,1,0,0,0,0,0,0,0,0,0
chó nào thích nghi tốt và phù hợp nhất và thích nghi tốt và phù hợp để sống cùng với mèo?,1,0,0,0,0,0,0,0,0,0
phù hợp cho người bận rộn dễ nuôi loài chó nào có tính cách độc lập và không cần nhiều chú ý?,1,0,0,0,0,0,0,0,0,0
dễ bảo quản hoàn hảo chó nào có thể sống chung với các thú cưng khác như mèo và chim?,1,0,0,0,0,0,0,0,0,0
tôi cần tìm một chú chó bảo vệ tốt và phù hợp cho người bận rộn và phù hợp với gia đình thường xuyên di chuyển.,1,0,1,0,0,0,0,1,0,0
"có thể sống trong không gian nhỏ phù hợp với gia đình tôi cần một giống chó nhỏ, ít sủa và thân thiện với người lạ.",1,1,0,1,1,1,0,0,1,1
"tôi cần một giống chó vui vẻ, dễ gần và tốt nhất và ít rụng lông và phù hợp với gia đình đông trẻ nhỏ.",1,0,0,0,0,0,0,0,0,0
dành cho người mới nuôi ít cần chăm sóc tôi cần tìm một giống chó có thể đồng hành đi phượt mà không cần nhiều huấn luyện.,1,0,0,0,0,0,0,0,0,0
chó nào lý tưởng và phù hợp cho người bận rộn và phù hợp với môi trường thành phố nhưng thích hoạt động ngoài trời?,1,0,0,0,0,0,0,0,0,0
chó nào thân thiện và cảnh giác với người lạ và phù hợp để sống với người thích đi dã ngoại cuối tuần?,1,1,0,0,0,1,0,0,1,1
ít rụng lông ít cần chăm sóc tôi muốn tìm một chú chó thông minh và dễ huấn luyện.,0,0,1,0,0,0,0,0,1,0
chó nào tốt nhất và dễ bảo quản và phù hợp để làm bạn đồng hành trong các chuyến đi phượt?,1,0,0,0,0,0,0,0,0,0
dễ bảo quản thân thiện chó nào có thể sống chung với các thú cưng khác như mèo và chim?,1,1,0,0,0,1,0,0,1,1
thân thiện với thú cưng khác dễ nuôi tôi muốn một chú chó dễ dạy bảo và có thể học các lệnh cơ bản.,1,1,0,0,0,1,0,0,1,1
có thể sống trong không gian nhỏ bảo vệ tốt loài chó nào chịu lạnh tốt mà thân thiện với trẻ em?,1,1,1,0,0,1,1,1,1,1
ít rụng lông thân thiện tôi muốn tìm một chú chó có thể sống trong môi trường thay đổi liên tục.,1,1,0,0,0,1,0,0,1,1
không gây dị ứng tốt nhất chó nào không cần nhiều thời gian chăm sóc lông nhưng vẫn đẹp và gọn gàng?,1,0,0,0,0,0,0,0,0,0
ít rụng lông bảo vệ tốt loài chó nào thích nghi với cuộc sống đô thị và ít sủa?,0,0,1,0,0,0,0,1,0,0
loài chó nào có kích thước trung bình và năng động và cảnh giác với người lạ và phù hợp cho gia đình có sân vườn?,1,0,0,1,0,1,0,1,1,0
loài chó nào ít rụng lông và thích các hoạt động và có thể sống trong không gian nhỏ và phù hợp cho người thích sự gọn gàng?,1,0,0,0,0,0,0,0,0,0
không gây dị ứng hoàn hảo tôi muốn một chú chó có tính cách nhẹ nhàng nhưng vẫn có khả năng cảnh báo tốt.,1,0,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ thân thiện chó nào có thể sống tốt trong môi trường thay đổi và không bị căng thẳng?,1,1,0,0,0,1,0,0,1,1
chó nào dễ nuôi và thích nghi tốt và phù hợp để sống trong căn hộ cao tầng và không cần vận động nhiều?,1,0,0,0,0,0,0,0,0,0
"ít rụng lông tốt nhất tôi muốn một giống chó nhỏ, không rụng lông và dễ dạy bảo.",1,0,0,1,1,0,0,0,0,1
ít rụng lông tôi cần tìm một giống chó dễ dạy và không cần nhiều đồ ăn đặc biệt.,1,0,0,0,0,0,0,0,0,0
dành cho người mới nuôi năng động loài chó nào có thể sống tốt trong điều kiện nhiệt độ cực đoan?,1,0,0,1,0,1,0,1,1,0
cảnh giác với người lạ tốt nhất chó nào có thể sống tốt trong gia đình có nhiều thú cưng khác?,1,0,0,0,0,0,0,0,0,0
phù hợp cho người bận rộn hoàn hảo tôi muốn một chú chó có tính cách nhẹ nhàng nhưng vẫn có khả năng cảnh báo tốt.,1,0,0,0,0,0,0,0,0,0
chó nào có khả năng chịu lạnh mà vẫn dễ nuôi và ít rụng lông và phù hợp với căn hộ nhỏ?,0,0,1,0,0,0,1,0,0,0
chó nào phù hợp cho người bận rộn và phù hợp với gia đình có người bị dị ứng và ít rụng lông?,1,0,0,0,0,0,0,0,0,0
thân thiện với thú cưng khác thích các hoạt động loài chó nào có thể sống tốt ở khu vực khí hậu lạnh và thích các hoạt động ngoài trời?,1,1,0,0,0,1,0,0,1,1
phù hợp cho người bận rộn tốt nhất có giống chó nào kích thước trung bình mà thân thiện với trẻ nhỏ không?,1,1,0,0,0,1,0,0,1,1
dành cho người mới nuôi bảo vệ tốt loài chó nào có tính cách trung thành và bảo vệ chủ nhân?,0,1,1,0,0,0,0,1,0,0
"không gây dị ứng phù hợp với gia đình tôi thích chó nhỏ, có loài nào ít rụng lông không?",1,0,0,1,1,0,0,0,0,1
phù hợp nhất loài chó nào thích hợp với người thích không gian yên tĩnh và đọc sách?,1,0,0,0,0,0,0,0,0,0
chó nào tốt nhất và có thể sống trong không gian nhỏ và phù hợp với gia đình có trẻ nhỏ và thích các hoạt động ngoài trời?,1,0,0,0,0,0,0,0,0,0
dành cho người mới nuôi ít cần chăm sóc chó nào có thể giúp cảnh báo nhưng không quá hung dữ với người lạ?,1,0,0,0,0,0,0,0,0,0
ít rụng lông thích các hoạt động loài chó nào không quá lớn nhưng vẫn có khả năng bảo vệ tốt?,0,0,1,0,0,0,0,1,0,0
chó nào tốt nhất và không gây dị ứng và phù hợp với người thích chạy bộ và cần một người bạn đồng hành?,1,0,0,0,0,0,0,0,0,0
không gây dị ứng thích các hoạt động loài chó nào có thể làm bạn đồng hành tốt cho người thích làm vườn?,1,0,0,0,0,0,0,0,0,0
dễ bảo quản năng động chó nào chịu lạnh tốt và ít cần chăm sóc lông?,1,0,1,1,0,1,1,1,1,0
dễ bảo quản thân thiện loài chó nào có thể sống cùng với mèo mà không gây vấn đề?,1,1,0,0,0,1,0,0,1,1
dành cho người mới nuôi bảo vệ tốt tôi muốn tìm một giống chó thông minh và có thể học các trò vui một cách nhanh chóng.,0,0,1,0,0,0,0,1,1,0
thân thiện với thú cưng khác tốt nhất tôi cần tìm một chú chó nhỏ nhưng có khả năng bảo vệ tốt.,1,1,1,1,1,1,0,1,1,1
loài chó nào có tính cách yêu thương và hoàn hảo và phù hợp cho người bận rộn và phù hợp để làm bạn đồng hành lâu dài?,1,0,0,0,0,0,0,0,0,0
chó nào có thể sống trong không gian nhỏ và phù hợp với gia đình và có thể sống trong không gian nhỏ và phù hợp với người bị dị ứng và thích không gian sạch sẽ?,1,0,0,0,0,0,0,0,0,0
chó nào tốt nhất và thích nghi tốt và phù hợp với người thích sự đơn giản và không đòi hỏi nhiều chăm sóc?,1,0,0,0,0,0,0,0,0,0
"tôi cần một giống chó vui vẻ, dễ gần và bảo vệ tốt và thích hợp cho gia đình có trẻ nhỏ và phù hợp với gia đình đông trẻ nhỏ.",1,0,1,0,0,0,0,1,0,0
dành cho người mới nuôi dễ nuôi chó nào có thể đồng hành cùng người thích đi bơi và các hoạt động nước?,1,0,0,0,0,0,0,0,0,0
không gây dị ứng lý tưởng chó nào thích hợp để sống trong căn hộ nhưng vẫn cần một ít không gian để chạy nhảy?,1,0,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ bảo vệ tốt tôi cần tìm một giống chó thông minh và có thể dễ dàng huấn luyện.,1,0,1,0,0,0,0,1,1,0
ít rụng lông năng động tôi muốn tìm một chú chó thân thiện với khách đến nhà.,1,1,0,1,0,1,0,1,1,1
dễ bảo quản phù hợp với gia đình loài chó nào không gây dị ứng và thích hợp với trẻ nhỏ?,1,0,0,0,0,0,0,0,0,0
dành cho người mới nuôi hoàn hảo loài chó nào có khả năng thích ứng tốt với các môi trường sống khác nhau?,1,0,0,0,0,0,0,0,0,0
không gây dị ứng hoàn hảo loài chó nào có tính cách trung thành và bảo vệ chủ nhân?,0,1,1,0,0,0,0,1,0,0
"dễ bảo quản phù hợp nhất tôi cần tìm một giống chó nhỏ, không gây dị ứng và dễ chăm sóc.",0,0,0,1,1,0,0,0,0,1
loài chó nào bảo vệ tốt và thân thiện với thú cưng khác và phù hợp với người bận rộn?,1,1,1,0,0,1,0,1,1,1
"không gây dị ứng tôi cần tìm một giống chó nhỏ, không gây dị ứng và dễ chăm sóc.",0,0,0,1,1,0,0,0,0,1
thích hợp cho gia đình có trẻ nhỏ hoàn hảo chó nào có khả năng cảnh báo tốt nhưng không quá hung dữ?,1,0,0,0,0,0,0,0,0,0
thích nghi tốt tốt nhất loài chó nào chịu lạnh tốt nhất?,0,0,1,0,0,0,1,0,0,0
dành cho người mới nuôi tôi muốn tìm một giống chó có thể làm bạn đồng hành đi bộ đường dài.,1,0,0,0,0,0,0,0,0,0
"không gây dị ứng phù hợp nhất tôi cần một giống chó thông minh, dễ dạy và không cần nhiều chải lông.",1,0,1,0,0,0,0,0,1,0
loài chó nào thân thiện và cảnh giác với người lạ và phù hợp với người cao tuổi?,1,1,0,0,0,1,0,0,1,1
